obj_id,subj,trial,syll,series,max_f0,min_f0,duration,condition
116_24,116,24,ly,5,191.4665890221722,171.6206897944651,129.99999999999997,negob
116_24,116,24,si,15,253.22675785867344,191.4665890221722,240.00000000000006,negob
116_24,116,24,n@,25,238.9901957600565,199.3268857998243,109.99999999999999,negob
116_24,116,24,vwa,35,221.1053677665269,178.57460230664418,150.00000000000003,negob
116_24,116,24,Rje~,45,208.43461219358716,177.24648817739518,209.99999999999997,negob
116_24,116,24,o,55,201.87186576338,183.98940703334642,89.99999999999997,negob
116_24,116,24,tuR,65,183.98940703334642,177.1944662473948,189.99999999999983,negob
116_24,116,24,dEl,75,184.00721829320184,177.05301626952948,210.0000000000002,negob
109_03,109,03,pER,5,112.31609208804996,108.03580688330358,114.90596695835335,nc
109_03,109,03,sOn,15,124.37605690906155,106.92931123521558,200,nc
109_03,109,03,n@,25,106.92931123521558,100.89684348145984,110.00000000000004,nc
109_03,109,03,di,35,106.16850951751879,101.24276410157658,119.99999999999994,nc
109_03,109,03,Rje~,45,113.4313025974956,99.41860140257609,250,nc
109_03,109,03,pa~,55,99.58013449527971,98.02936147109203,130,nc
109_03,109,03,da~,65,98.53471008361781,95.83025431025821,120,nc
109_03,109,03,le,75,96.09483644799215,91.98148573684982,79.99999999999984,nc
109_03,109,03,Re,85,96.40750355858817,92.21064377023784,150.00000000000014,nc
109_03,109,03,y,95,95.02531625482811,94.86836017226504,30.00000000000003,nc
109_03,109,03,njo~,105,95.17602832823538,94.58310722502519,129.9999999999999,nc
110_26,110,26,pER,5,127.35907456765796,121.01192745543291,111.62093584483098,negsub
110_26,110,26,sOn,15,143.28617524160768,127.35907456765796,234.94376016600728,negsub
110_26,110,26,n@,25,127.62738668117761,106.73780694859391,90.00000000000003,negsub
110_26,110,26,bwa,35,119.05941231880074,107.70092048793465,169.99999999999997,negsub
