subject	item	response	rt	category	condition	truthVal	Check	PrsntOrd	check_mm
102	24	F	4.042	Critical3 NegOb	negob	F	T	38	0
102	25	V	4.226	Critical4 NegSub	negsub	V	T	16	0
102	26	F	3.562	Critical4 NegSub	negsub	F	T	22	0
102	27	V	5.259	Critical4 NegSub	negsub	V	T	39	0
102	28	V	4.467	Critical4 NegSub	negsub	V	T	6	0
102	29	V	5.17	Critical4 NegSub	negsub	V	T	12	0
102	30	F	4.555	Critical4 NegSub	negsub	F	T	27	0
102	31	F	2.995	Critical4 NegSub	negsub	F	T	3	0
102	32	F	2.578	Critical4 NegSub	negsub	F	T	31	0
102	33	F	2.235	Control	filler	F	T	13	0
102	34	V	3.226	Control	filler	V	T	40	0
102	35	F	1.786	Control	filler	F	T	24	0
102	36	F	6.106	Control	filler	F	T	2	0
102	37	V	2.866	Control	filler	V	T	28	0
102	38	V	3.059	Control	filler	F	F	34	0
102	39	V	3.427	Control	filler	V	T	19	0
102	40	V	3.465	Control	filler	V	T	9	0
103	4	V	10	Critical1 NC	nc	V	T	1	nc
103	9	V	6.109	Critical2 DN	dn	V	T	2	dn
103	6	V	4.169	Critical1 NC	nc	V	T	7	nc
103	14	V	5.137	Critical2 DN	dn	F	F	8	dn_mm
103	1	F	5.027	Critical1 NC	nc	F	T	12	nc
103	13	F	7.653	Critical2 DN	dn	V	F	13	dn_mm
103	8	F	4.167	Critical1 NC	nc	F	T	17	nc
103	11	F	6.429	Critical2 DN	dn	V	F	20	dn_mm
103	12	F	5.436	Critical2 DN	dn	F	T	22	dn
103	5	F	4.868	Critical1 NC	nc	F	T	23	nc
103	10	F	4.38	Critical2 DN	dn	F	T	28	dn
103	3	V	3.417	Critical1 NC	nc	V	T	30	nc
103	7	F	5.071	Critical1 NC	nc	F	T	32	nc
103	15	V	6.782	Critical2 DN	dn	F	F	34	dn_mm
103	16	F	8.27	Critical2 DN	dn	V	F	37	dn_mm
103	2	V	3.307	Critical1 NC	nc	V	T	40	nc
103	17	V	5.295	Critical3 NegOb	negob	V	T	39	0
103	18	V	5.967	Critical3 NegOb	negob	V	T	33	0
103	19	F	3.781	Critical3 NegOb	negob	F	T	25	0
103	20	F	4.231	Critical3 NegOb	negob	F	T	26	0
103	21	F	6.351	Critical3 NegOb	negob	F	T	9	0
103	22	V	3.069	Critical3 NegOb	negob	V	T	18	0
103	23	V	4.197	Critical3 NegOb	negob	V	T	5	0
103	24	F	4.49	Critical3 NegOb	negob	F	T	15	0
103	25	V	5.687	Critical4 NegSub	negsub	V	T	19	0
103	26	F	4.44	Critical4 NegSub	negsub	F	T	35	0
103	27	V	12.61	Critical4 NegSub	negsub	V	T	24	0
103	28	V	5.68	Critical4 NegSub	negsub	V	T	6	0
103	29	V	6.392	Critical4 NegSub	negsub	V	T	4	0
103	30	F	4.868	Critical4 NegSub	negsub	F	T	38	0
103	31	F	3.612	Critical4 NegSub	negsub	F	T	14	0
103	32	F	4.503	Critical4 NegSub	negsub	F	T	27	0
103	33	F	3.687	Control	filler	F	T	3	0
103	34	V	4.861	Control	filler	V	T	21	0
103	35	F	3.781	Control	filler	F	T	11	0
103	36	F	2.805	Control	filler	F	T	31	0
103	37	V	3.087	Control	filler	V	T	16	0
103	38	F	1.575	Control	filler	F	T	29	0
103	39	V	6.989	Control	filler	V	T	10	0
103	40	V	2.753	Control	filler	V	T	36	0
104	6	V	15.55	Critical1 NC	nc	V	T	3	nc
104	14	V	23.38	Critical2 DN	dn	F	F	4	dn_mm
104	11	F	15.87	Critical2 DN	dn	V	F	7	dn_mm
104	4	V	14.55	Critical1 NC	nc	V	T	8	nc
104	5	F	7.538	Critical1 NC	nc	F	T	12	nc
104	9	F	14.08	Critical2 DN	dn	V	F	15	dn_mm
104	3	V	5.194	Critical1 NC	nc	V	T	18	nc
104	13	F	7.735	Critical2 DN	dn	V	F	19	dn_mm
104	12	F	12.53	Critical2 DN	dn	F	T	23	dn
104	7	F	7.332	Critical1 NC	nc	F	T	24	nc
104	8	F	7.187	Critical1 NC	nc	F	T	27	nc
104	16	F	7.779	Critical2 DN	dn	V	F	30	dn_mm
104	15	F	100	Critical2 DN	dn	F	T	31	dn
104	1	F	8.936	Critical1 NC	nc	F	T	34	nc
104	10	V	9.022	Critical2 DN	dn	F	F	37	dn_mm
104	2	F	4.992	Critical1 NC	nc	V	F	40	nc_mm
104	17	F	11.91	Critical3 NegOb	negob	V	F	5	0
104	18	F	6.007	Critical3 NegOb	negob	V	F	20	0
104	19	F	16.79	Critical3 NegOb	negob	F	T	21	0
104	20	F	4.076	Critical3 NegOb	negob	F	T	33	0
104	21	F	9.97	Critical3 NegOb	negob	F	T	29	0
104	22	V	2.973	Critical3 NegOb	negob	V	T	39	0
104	23	V	13.62	Critical3 NegOb	negob	V	T	6	0
104	24	F	6.239	Critical3 NegOb	negob	F	T	14	0
104	25	F	32.38	Critical4 NegSub	negsub	V	F	1	0
104	26	F	33.87	Critical4 NegSub	negsub	F	T	38	0
104	27	V	12.32	Critical4 NegSub	negsub	V	T	32	0
104	28	V	19.87	Critical4 NegSub	negsub	V	T	16	0
104	29	V	4.664	Critical4 NegSub	negsub	V	T	26	0
104	30	F	14.21	Critical4 NegSub	negsub	F	T	10	0
104	31	F	4.409	Critical4 NegSub	negsub	F	T	11	0
104	32	F	6.551	Critical4 NegSub	negsub	F	T	25	0
104	33	F	5.696	Control	filler	F	T	2	0
104	34	V	3.767	Control	filler	V	T	13	0
104	35	F	3.26	Control	filler	F	T	35	0
104	36	F	3.424	Control	filler	F	T	28	0
104	37	V	4.359	Control	filler	V	T	36	0
104	38	F	3.407	Control	filler	F	T	22	0
104	39	V	8.204	Control	filler	V	T	9	0
104	40	V	4.254	Control	filler	V	T	17	0
105	2	V	5.187	Critical1 NC	nc	V	T	4	nc
105	11	V	5.448	Critical2 DN	dn	V	T	5	dn
105	9	V	6.01	Critical2 DN	dn	V	T	6	dn
105	6	V	4.411	Critical1 NC	nc	V	T	7	nc
105	3	V	3.7	Critical1 NC	nc	V	T	13	nc
105	13	V	6.488	Critical2 DN	dn	V	T	15	dn
105	5	F	5.618	Critical1 NC	nc	F	T	16	nc
105	10	F	4.641	Critical2 DN	dn	F	T	20	dn
105	8	F	3.858	Critical1 NC	nc	F	T	21	nc
105	15	F	5.203	Critical2 DN	dn	F	T	22	dn
105	7	F	3.795	Critical1 NC	nc	F	T	26	nc
105	16	V	5.642	Critical2 DN	dn	V	T	28	dn
105	14	F	3.723	Critical2 DN	dn	F	T	32	dn
105	1	F	3.241	Critical1 NC	nc	F	T	33	nc
105	4	V	2.866	Critical1 NC	nc	V	T	36	nc
105	12	F	4.77	Critical2 DN	dn	F	T	38	dn
105	17	V	4.676	Critical3 NegOb	negob	V	T	31	0
105	18	V	5.394	Critical3 NegOb	negob	V	T	9	0
105	19	F	2.738	Critical3 NegOb	negob	F	T	29	0
105	20	F	2.884	Critical3 NegOb	negob	F	T	18	0
105	21	F	4.394	Critical3 NegOb	negob	F	T	39	0
105	22	V	3.163	Critical3 NegOb	negob	V	T	14	0
105	23	V	3.628	Critical3 NegOb	negob	V	T	3	0
105	24	F	3.539	Critical3 NegOb	negob	F	T	23	0
105	25	V	4.963	Critical4 NegSub	negsub	V	T	37	0
105	26	F	6.661	Critical4 NegSub	negsub	F	T	2	0
105	27	V	4.266	Critical4 NegSub	negsub	V	T	34	0
105	28	V	3.425	Critical4 NegSub	negsub	V	T	11	0
105	29	V	4.836	Critical4 NegSub	negsub	V	T	30	0
105	30	F	5.459	Critical4 NegSub	negsub	F	T	8	0
105	31	F	5.546	Critical4 NegSub	negsub	F	T	25	0
105	32	F	4.354	Critical4 NegSub	negsub	F	T	19	0
105	33	F	2.403	Control	filler	F	T	10	0
105	34	V	4.85	Control	filler	V	T	27	0
105	35	F	7.609	Control	filler	F	T	1	0
105	36	F	3.506	Control	filler	F	T	24	0
105	37	V	2.826	Control	filler	V	T	12	0
105	38	F	2.521	Control	filler	F	T	40	0
105	39	V	3.643	Control	filler	V	T	17	0
105	40	V	2.93	Control	filler	V	T	35	0
106	4	F	4.889	Critical1 NC	nc	V	F	2	nc_mm
106	11	F	8.049	Critical2 DN	dn	V	F	4	dn_mm
106	16	V	5.714	Critical2 DN	dn	V	T	8	dn
106	3	V	4.45	Critical1 NC	nc	V	T	10	nc
106	10	V	5.362	Critical2 DN	dn	F	F	12	dn_mm
106	8	F	6.138	Critical1 NC	nc	F	T	14	nc
106	14	V	7.891	Critical2 DN	dn	F	F	16	dn_mm
106	7	F	4.179	Critical1 NC	nc	F	T	18	nc
106	1	F	7.859	Critical1 NC	nc	F	T	23	nc
106	13	V	6.034	Critical2 DN	dn	V	T	25	dn
106	5	F	3.891	Critical1 NC	nc	F	T	28	nc
106	15	F	4.05	Critical2 DN	dn	F	T	30	dn
106	9	F	4.483	Critical2 DN	dn	V	F	31	dn_mm
106	2	V	2.411	Critical1 NC	nc	V	T	33	nc
106	12	V	4.315	Critical2 DN	dn	F	F	37	dn_mm
106	6	V	2.835	Critical1 NC	nc	V	T	38	nc
106	17	V	5.651	Critical3 NegOb	negob	V	T	6	0
106	18	V	4.483	Critical3 NegOb	negob	V	T	26	0
106	19	F	5.411	Critical3 NegOb	negob	F	T	13	0
106	20	F	2.45	Critical3 NegOb	negob	F	T	20	0
106	21	F	7.875	Critical3 NegOb	negob	F	T	32	0
106	22	V	1.882	Critical3 NegOb	negob	V	T	36	0
106	23	V	6.138	Critical3 NegOb	negob	V	T	21	0
106	24	F	6.073	Critical3 NegOb	negob	F	T	3	0
106	25	V	4.578	Critical4 NegSub	negsub	V	T	40	0
106	26	F	5.851	Critical4 NegSub	negsub	F	T	35	0
106	27	V	3.659	Critical4 NegSub	negsub	V	T	19	0
106	28	V	8.903	Critical4 NegSub	negsub	V	T	1	0
106	29	V	5.98	Critical4 NegSub	negsub	V	T	22	0
106	30	F	5.098	Critical4 NegSub	negsub	F	T	11	0
106	31	F	3.515	Critical4 NegSub	negsub	F	T	29	0
106	32	F	7.467	Critical4 NegSub	negsub	F	T	9	0
106	33	F	1.634	Control	filler	F	T	39	0
106	34	V	2.699	Control	filler	V	T	34	0
106	35	F	2.051	Control	filler	F	T	17	0
106	36	F	4.067	Control	filler	F	T	15	0
106	37	V	3.483	Control	filler	V	T	24	0
106	38	F	3.035	Control	filler	F	T	5	0
106	39	V	6.098	Control	filler	V	T	27	0
106	40	F	3.578	Control	filler	V	F	7	0
107	5	F	5.833	Critical1 NC	nc	F	T	4	nc
107	13	F	5.154	Critical2 DN	dn	V	F	5	dn_mm
107	14	F	6.417	Critical2 DN	dn	F	T	6	dn
107	4	V	3.555	Critical1 NC	nc	V	T	9	nc
107	7	F	4.171	Critical1 NC	nc	F	T	12	nc
107	16	V	5.69	Critical2 DN	dn	V	T	13	dn
107	8	F	3.77	Critical1 NC	nc	F	T	17	nc
107	15	F	6.019	Critical2 DN	dn	F	T	18	dn
107	3	V	3.89	Critical1 NC	nc	V	T	21	nc
107	11	V	3.754	Critical2 DN	dn	V	T	24	dn
107	2	V	3.69	Critical1 NC	nc	V	T	26	nc
107	12	F	4.322	Critical2 DN	dn	F	T	28	dn
107	6	V	3.786	Critical1 NC	nc	V	T	32	nc
107	10	F	5.562	Critical2 DN	dn	F	T	33	dn
107	9	V	5.243	Critical2 DN	dn	V	T	36	dn
107	1	F	3.195	Critical1 NC	nc	F	T	38	nc
107	17	V	3.306	Critical3 NegOb	negob	V	T	27	0
107	18	V	3.723	Critical3 NegOb	negob	V	T	40	0
107	19	F	4.066	Critical3 NegOb	negob	F	T	7	0
107	20	F	3.85	Critical3 NegOb	negob	F	T	3	0
107	21	F	3.435	Critical3 NegOb	negob	F	T	34	0
107	22	V	3.939	Critical3 NegOb	negob	V	T	19	0
107	23	V	3.819	Critical3 NegOb	negob	V	T	15	0
107	24	F	3.948	Critical3 NegOb	negob	F	T	22	0
107	25	V	3.947	Critical4 NegSub	negsub	V	T	37	0
107	26	F	4.22	Critical4 NegSub	negsub	F	T	8	0
107	27	V	4.042	Critical4 NegSub	negsub	V	T	30	0
107	28	V	8.164	Critical4 NegSub	negsub	V	T	35	0
107	29	V	11.28	Critical4 NegSub	negsub	V	T	1	0
107	30	F	3.69	Critical4 NegSub	negsub	F	T	23	0
107	31	F	3.483	Critical4 NegSub	negsub	F	T	20	0
107	32	F	4.899	Critical4 NegSub	negsub	F	T	14	0
107	33	F	3.322	Control	filler	F	T	2	0
107	34	V	4.163	Control	filler	V	T	25	0
107	35	F	2.18	Control	filler	F	T	31	0
107	36	F	3.971	Control	filler	F	T	16	0
107	37	V	3.627	Control	filler	V	T	29	0
107	38	V	2.643	Control	filler	F	F	10	0
107	39	V	4.003	Control	filler	V	T	39	0
107	40	V	3.217	Control	filler	V	T	11	0
108	10	V	11.66	Critical2 DN	dn	F	F	2	dn_mm
108	6	V	8.787	Critical1 NC	nc	V	T	4	nc
108	15	V	10.57	Critical2 DN	dn	F	F	7	dn_mm
108	3	V	5.739	Critical1 NC	nc	V	T	10	nc
108	1	F	6.745	Critical1 NC	nc	F	T	11	nc
108	9	F	8.29	Critical2 DN	dn	V	F	14	dn_mm
108	5	F	9.924	Critical1 NC	nc	F	T	16	nc
108	11	F	6.186	Critical2 DN	dn	V	F	20	dn_mm
108	7	F	7.051	Critical1 NC	nc	F	T	21	nc
108	16	F	14.24	Critical2 DN	dn	V	F	24	dn_mm
108	12	F	11.41	Critical2 DN	dn	F	T	27	dn
108	2	V	5.748	Critical1 NC	nc	V	T	29	nc
108	8	F	5.676	Critical1 NC	nc	F	T	31	nc
108	13	F	13.05	Critical2 DN	dn	V	F	33	dn_mm
108	14	F	6.811	Critical2 DN	dn	F	T	39	dn
108	4	V	3.467	Critical1 NC	nc	V	T	40	nc
108	17	V	5.082	Critical3 NegOb	negob	V	T	35	0
108	18	V	6.378	Critical3 NegOb	negob	V	T	15	0
108	19	F	10.29	Critical3 NegOb	negob	F	T	18	0
108	20	F	8.274	Critical3 NegOb	negob	F	T	25	0
108	21	F	9.378	Critical3 NegOb	negob	F	T	6	0
108	22	V	4.205	Critical3 NegOb	negob	V	T	5	0
108	23	V	8.53	Critical3 NegOb	negob	V	T	26	0
108	24	F	7.849	Critical3 NegOb	negob	F	T	36	0
108	25	V	8.42	Critical4 NegSub	negsub	V	T	28	0
108	26	F	10.55	Critical4 NegSub	negsub	F	T	37	0
108	27	V	7.914	Critical4 NegSub	negsub	V	T	8	0
108	28	V	12.81	Critical4 NegSub	negsub	V	T	19	0
108	29	V	7.94	Critical4 NegSub	negsub	V	T	22	0
108	30	F	6.907	Critical4 NegSub	negsub	F	T	34	0
108	31	F	13.36	Critical4 NegSub	negsub	F	T	1	0
108	32	F	7.979	Critical4 NegSub	negsub	F	T	13	0
108	33	F	4.867	Control	filler	F	T	3	0
108	34	V	9.21	Control	filler	V	T	9	0
108	35	F	4.811	Control	filler	F	T	17	0
108	36	F	5.97	Control	filler	F	T	23	0
108	37	V	4.027	Control	filler	V	T	38	0
108	38	F	4.907	Control	filler	F	T	12	0
108	39	V	7.619	Control	filler	V	T	30	0
108	40	V	8.292	Control	filler	V	T	32	0
109	7	F	3.987	Critical1 NC	nc	F	T	2	nc
109	16	V	5.763	Critical2 DN	dn	V	T	4	dn
109	12	F	4.45	Critical2 DN	dn	F	T	7	dn
109	8	F	3.138	Critical1 NC	nc	F	T	9	nc
109	13	V	6.723	Critical2 DN	dn	V	T	11	dn
109	2	V	5.059	Critical1 NC	nc	V	T	14	nc
109	4	V	2.243	Critical1 NC	nc	V	T	17	nc
109	15	V	3.394	Critical2 DN	dn	F	F	20	dn_mm
109	11	F	5.13	Critical2 DN	dn	V	F	21	dn_mm
109	1	F	5.202	Critical1 NC	nc	F	T	25	nc
109	14	F	5.226	Critical2 DN	dn	F	T	26	dn
109	6	F	3.299	Critical1 NC	nc	V	F	28	nc_mm
109	9	V	3.426	Critical2 DN	dn	V	T	31	dn
109	5	F	3.321	Critical1 NC	nc	F	T	34	nc
109	10	F	3.683	Critical2 DN	dn	F	T	37	dn
109	3	V	7.62	Critical1 NC	nc	V	T	38	nc
109	17	V	3.538	Critical3 NegOb	negob	V	T	13	0
109	18	F	2.697	Critical3 NegOb	negob	V	F	39	0
109	19	F	3.042	Critical3 NegOb	negob	F	T	32	0
109	20	F	2.475	Critical3 NegOb	negob	F	T	27	0
109	21	F	4.859	Critical3 NegOb	negob	F	T	5	0
109	22	V	3.923	Critical3 NegOb	negob	V	T	8	0
109	23	V	7.098	Critical3 NegOb	negob	V	T	22	0
109	24	F	2.466	Critical3 NegOb	negob	F	T	19	0
109	25	F	4.594	Critical4 NegSub	negsub	V	F	29	0
109	26	F	3.387	Critical4 NegSub	negsub	F	T	33	0
109	27	V	9.051	Critical4 NegSub	negsub	V	T	1	0
109	28	F	4.483	Critical4 NegSub	negsub	V	F	23	0
109	29	V	3.628	Critical4 NegSub	negsub	V	T	10	0
109	30	F	3.282	Critical4 NegSub	negsub	F	T	40	0
109	31	F	3.5	Critical4 NegSub	negsub	F	T	15	0
109	32	F	2.916	Critical4 NegSub	negsub	F	T	18	0
109	33	F	4.945	Control	filler	F	T	24	0
109	34	F	3.491	Control	filler	V	F	36	0
109	35	F	3.963	Control	filler	F	T	12	0
109	36	F	3.066	Control	filler	F	T	16	0
109	37	F	3.738	Control	filler	V	F	35	0
109	38	F	3.954	Control	filler	F	T	30	0
109	39	V	3.226	Control	filler	V	T	3	0
109	40	V	4.187	Control	filler	V	T	6	0
110	16	V	7.115	Critical2 DN	dn	V	T	2	dn
110	1	F	8.052	Critical1 NC	nc	F	T	5	nc
110	4	V	6.771	Critical1 NC	nc	V	T	7	nc
110	14	F	11.03	Critical2 DN	dn	F	T	8	dn
110	9	V	6.474	Critical2 DN	dn	V	T	11	dn
110	8	F	7.146	Critical1 NC	nc	F	T	15	nc
110	13	V	16.39	Critical2 DN	dn	V	T	19	dn
110	3	V	5.619	Critical1 NC	nc	V	T	20	nc
110	11	V	6.171	Critical2 DN	dn	V	T	21	dn
110	2	V	5.187	Critical1 NC	nc	V	T	23	nc
110	10	F	7.018	Critical2 DN	dn	F	T	26	dn
110	5	F	8.722	Critical1 NC	nc	F	T	30	nc
110	7	F	3.928	Critical1 NC	nc	F	T	32	nc
110	15	F	7.29	Critical2 DN	dn	F	T	35	dn
110	6	V	5.809	Critical1 NC	nc	V	T	37	nc
110	12	F	6.97	Critical2 DN	dn	F	T	40	dn
110	17	F	5.65	Critical3 NegOb	negob	V	F	13	0
110	18	F	7.578	Critical3 NegOb	negob	V	F	16	0
110	19	F	8.244	Critical3 NegOb	negob	F	T	1	0
110	20	F	6.619	Critical3 NegOb	negob	F	T	22	0
110	21	F	7.611	Critical3 NegOb	negob	F	T	10	0
110	22	F	7.036	Critical3 NegOb	negob	V	F	29	0
110	23	V	4.754	Critical3 NegOb	negob	V	T	33	0
110	24	F	5.187	Critical3 NegOb	negob	F	T	38	0
110	25	F	6.939	Critical4 NegSub	negsub	V	F	3	0
110	26	F	5.139	Critical4 NegSub	negsub	F	T	31	0
110	27	V	6.819	Critical4 NegSub	negsub	V	T	9	0
110	28	F	6.883	Critical4 NegSub	negsub	V	F	36	0
110	29	V	6.674	Critical4 NegSub	negsub	V	T	14	0
110	30	F	7.451	Critical4 NegSub	negsub	F	T	28	0
110	31	F	5.972	Critical4 NegSub	negsub	F	T	18	0
110	32	F	7.075	Critical4 NegSub	negsub	F	T	24	0
110	33	F	6.628	Control	filler	F	T	6	0
110	34	V	8.483	Control	filler	V	T	27	0
110	35	F	5.665	Control	filler	F	T	25	0
110	36	F	6.338	Control	filler	F	T	12	0
110	37	V	5.212	Control	filler	V	T	4	0
110	38	F	4.619	Control	filler	F	T	39	0
110	39	V	13.48	Control	filler	V	T	17	0
110	40	V	7.689	Control	filler	V	T	34	0
111	1	F	13.92	Critical1 NC	nc	F	T	1	nc
111	12	F	7.258	Critical2 DN	dn	F	T	3	dn
111	3	V	7.779	Critical1 NC	nc	V	T	7	nc
111	16	V	9.993	Critical2 DN	dn	V	T	9	dn
111	8	F	7.154	Critical1 NC	nc	F	T	12	nc
111	11	V	6.875	Critical2 DN	dn	V	T	15	dn
111	15	F	4.587	Critical2 DN	dn	F	T	16	dn
111	4	V	3.978	Critical1 NC	nc	V	T	18	nc
111	2	V	5.57	Critical1 NC	nc	V	T	21	nc
111	13	V	10.93	Critical2 DN	dn	V	T	23	dn
111	14	F	5.602	Critical2 DN	dn	F	T	27	dn
111	5	F	6.019	Critical1 NC	nc	F	T	30	nc
111	7	F	6.411	Critical1 NC	nc	F	T	32	nc
111	9	V	10.6	Critical2 DN	dn	V	T	35	dn
111	10	F	4.801	Critical2 DN	dn	F	T	37	dn
111	6	V	4.113	Critical1 NC	nc	V	T	38	nc
111	17	V	5.85	Critical3 NegOb	negob	V	T	13	0
111	18	V	6.674	Critical3 NegOb	negob	V	T	26	0
111	19	F	3.442	Critical3 NegOb	negob	F	T	10	0
111	20	F	3.409	Critical3 NegOb	negob	F	T	36	0
111	21	F	4.642	Critical3 NegOb	negob	F	T	25	0
111	22	V	5.915	Critical3 NegOb	negob	V	T	2	0
111	23	V	4.172	Critical3 NegOb	negob	V	T	17	0
111	24	F	4.802	Critical3 NegOb	negob	F	T	34	0
111	25	V	7.473	Critical4 NegSub	negsub	V	T	4	0
111	26	F	7.13	Critical4 NegSub	negsub	F	T	40	0
111	27	V	4.642	Critical4 NegSub	negsub	V	T	28	0
111	28	V	4.635	Critical4 NegSub	negsub	V	T	14	0
111	29	V	6.643	Critical4 NegSub	negsub	V	T	8	0
111	30	F	7.875	Critical4 NegSub	negsub	F	T	19	0
111	31	F	3.482	Critical4 NegSub	negsub	F	T	33	0
111	32	F	3.69	Critical4 NegSub	negsub	F	T	24	0
111	33	F	3.794	Control	filler	F	T	5	0
111	34	V	5.81	Control	filler	V	T	39	0
111	35	F	2.955	Control	filler	F	T	29	0
111	36	F	3.986	Control	filler	F	T	31	0
111	37	V	3.276	Control	filler	V	T	11	0
111	38	F	3.467	Control	filler	F	T	20	0
111	39	V	3.882	Control	filler	V	T	22	0
111	40	V	4.38	Control	filler	V	T	6	0
112	14	F	7.012	Critical2 DN	dn	F	T	2	dn
112	8	F	7.754	Critical1 NC	nc	F	T	4	nc
112	10	F	8.786	Critical2 DN	dn	F	T	9	dn
112	6	V	3.89	Critical1 NC	nc	V	T	10	nc
112	16	V	6.217	Critical2 DN	dn	V	T	11	dn
112	4	F	9.819	Critical1 NC	nc	V	F	12	nc_mm
112	11	V	5.394	Critical2 DN	dn	V	T	18	dn
112	2	F	10.31	Critical1 NC	nc	V	F	19	nc_mm
112	15	F	4.666	Critical2 DN	dn	F	T	21	dn
112	1	F	4.059	Critical1 NC	nc	F	T	25	nc
112	7	F	5.419	Critical1 NC	nc	F	T	27	nc
112	9	V	5.131	Critical2 DN	dn	V	T	29	dn
112	12	F	4.82	Critical2 DN	dn	F	T	32	dn
112	5	F	4.082	Critical1 NC	nc	F	T	35	nc
112	13	V	10.68	Critical2 DN	dn	V	T	39	dn
112	3	V	3.058	Critical1 NC	nc	V	T	40	nc
112	17	V	3.955	Critical3 NegOb	negob	V	T	13	0
112	18	V	6.233	Critical3 NegOb	negob	V	T	3	0
112	19	F	4.434	Critical3 NegOb	negob	F	T	8	0
112	20	F	3.05	Critical3 NegOb	negob	F	T	24	0
112	21	F	4.059	Critical3 NegOb	negob	F	T	16	0
112	22	V	3.299	Critical3 NegOb	negob	V	T	33	0
112	23	V	3.371	Critical3 NegOb	negob	V	T	28	0
112	24	F	7.259	Critical3 NegOb	negob	F	T	36	0
112	25	V	5.123	Critical4 NegSub	negsub	V	T	15	0
112	26	F	4.625	Critical4 NegSub	negsub	F	T	23	0
112	27	V	6.035	Critical4 NegSub	negsub	V	T	7	0
112	28	V	3.418	Critical4 NegSub	negsub	V	T	34	0
112	29	V	3.522	Critical4 NegSub	negsub	V	T	37	0
112	30	F	5.355	Critical4 NegSub	negsub	F	T	20	0
112	31	F	3.355	Critical4 NegSub	negsub	F	T	30	0
112	32	F	9.371	Critical4 NegSub	negsub	F	T	1	0
112	33	F	8.411	Control	filler	F	T	26	0
112	34	V	3.97	Control	filler	V	T	22	0
112	35	F	2.385	Control	filler	F	T	38	0
112	36	F	5.833	Control	filler	F	T	5	0
112	37	V	3.195	Control	filler	V	T	17	0
112	38	F	2.491	Control	filler	F	T	14	0
112	39	V	5.234	Control	filler	V	T	6	0
112	40	V	3.771	Control	filler	V	T	31	0
113	2	V	8.098	Critical1 NC	nc	V	T	3	nc
113	13	V	19.36	Critical2 DN	dn	V	T	5	dn
113	11	V	11.06	Critical2 DN	dn	V	T	9	dn
113	6	F	14.53	Critical1 NC	nc	V	F	10	nc_mm
113	15	F	10.36	Critical2 DN	dn	F	T	13	dn
113	8	V	11.37	Critical1 NC	nc	F	F	14	nc_mm
113	12	F	15.01	Critical2 DN	dn	F	T	16	dn
113	7	V	10.84	Critical1 NC	nc	F	F	20	nc_mm
113	14	F	6.98	Critical2 DN	dn	F	T	21	dn
113	3	V	12.57	Critical1 NC	nc	V	T	24	nc
113	1	F	8.243	Critical1 NC	nc	F	T	27	nc
113	16	V	7.827	Critical2 DN	dn	V	T	28	dn
113	4	V	5.233	Critical1 NC	nc	V	T	32	nc
113	10	F	9.779	Critical2 DN	dn	F	T	33	dn
113	5	F	10.41	Critical1 NC	nc	F	T	37	nc
113	9	V	9.98	Critical2 DN	dn	V	T	38	dn
113	17	V	6.01	Critical3 NegOb	negob	V	T	18	0
113	18	V	5.362	Critical3 NegOb	negob	V	T	25	0
113	19	F	3.788	Critical3 NegOb	negob	F	T	39	0
113	20	F	6.146	Critical3 NegOb	negob	F	T	2	0
113	21	F	5.691	Critical3 NegOb	negob	F	T	35	0
113	22	V	3.947	Critical3 NegOb	negob	V	T	7	0
113	23	V	4.17	Critical3 NegOb	negob	V	T	30	0
113	24	F	7.993	Critical3 NegOb	negob	F	T	15	0
113	25	V	17.59	Critical4 NegSub	negsub	V	T	1	0
113	26	F	8.674	Critical4 NegSub	negsub	F	T	31	0
113	27	V	9.796	Critical4 NegSub	negsub	V	T	40	0
113	28	V	7.9	Critical4 NegSub	negsub	V	T	6	0
113	29	V	7.801	Critical4 NegSub	negsub	V	T	19	0
113	30	F	9.748	Critical4 NegSub	negsub	F	T	22	0
113	31	F	5.026	Critical4 NegSub	negsub	F	T	11	0
113	32	F	5.068	Critical4 NegSub	negsub	F	T	29	0
113	33	F	3.787	Control	filler	F	T	23	0
113	34	V	5.94	Control	filler	V	T	36	0
113	35	F	2.796	Control	filler	F	T	12	0
113	36	F	5.554	Control	filler	F	T	4	0
113	37	V	5.506	Control	filler	V	T	17	0
113	38	F	3.138	Control	filler	F	T	8	0
113	39	V	10.42	Control	filler	V	T	26	0
113	40	V	3.259	Control	filler	V	T	34	0
114	11	F	19.9	Critical2 DN	dn	V	F	1	dn_mm
114	1	F	7.347	Critical1 NC	nc	F	T	5	nc
114	8	F	8.898	Critical1 NC	nc	F	T	7	nc
114	15	V	7.026	Critical2 DN	dn	F	F	10	dn_mm
114	16	V	7.539	Critical2 DN	dn	V	T	13	dn
114	2	V	7.427	Critical1 NC	nc	V	T	14	nc
114	10	F	5.825	Critical2 DN	dn	F	T	16	dn
114	5	F	5.756	Critical1 NC	nc	F	T	17	nc
114	13	F	7.763	Critical2 DN	dn	V	F	22	dn_mm
114	4	V	3.202	Critical1 NC	nc	V	T	24	nc
114	3	V	4.786	Critical1 NC	nc	V	T	27	nc
114	14	V	6.756	Critical2 DN	dn	F	F	28	dn_mm
114	6	V	5.93	Critical1 NC	nc	V	T	33	nc
114	12	F	7.003	Critical2 DN	dn	F	T	35	dn
